featureid	Control10_20190721	Control12_20190731	Control9_20190715	ExtNeg_20190910	ExtNeg_20190918	ExtNeg_20191028	ExtNeg_20191031	GU190706-CTD11-220	GU190707-CTD13-310	GU190707-CTD14-315	GU190708-CTD16-252	GU190708-CTD17-171	GU190709-CTD20-280	GU190710-CTD22-245	GU190710-CTD23-190	GU190714-CTD25-185	GU190714-CTD26-260	GU190715-CTD28-310	GU190721-CTD31-205	GU190722-CTD33-205	GU190724-CTD36-310	GU190727-CTD40-210	GU190727-CTD41B-145	GU190728-CTD43-245	GU190728-CTD44B-125	GU190729-CTD46-240	GU190729-CTD47-140	GU190731-CTD50-150	PCRNeg
87fc62ed809caa00b26b8cbf9255c7ac	0	0	0	0	0	0	0	8277	5	0	0	0	0	1820	0	6	0	0	0	0	0	0	0	5	0	0	0	0	0
89da54cee5c4fe6ce6d58eb151efae01	0	0	0	0	0	0	0	0	0	0	0	0	6444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8a589d893ed345b1fdd29cb8c1522ca9	0	0	0	0	0	0	0	0	0	0	0	0	0	973	0	2848	0	0	0	0	0	0	0	0	0	0	0	0	0
8be2e182df7b8fc5a1c996a1ebfa1023	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8cf6616edcbe59b0e577a92e73e00ac0	0	0	0	0	0	0	0	0	0	0	0	0	3555	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
8e976eeb3f562a8821450401b0e61db8	0	0	0	0	0	0	0	0	0	0	0	7628	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
8f9c2606f5bb5a4867a22ec20c3f7067	0	0	0	0	0	0	0	3	14814	0	1219	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0
8f9d42a2d629bbe923009b395c0531fc	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90a8f68ed02263f092c8e88e7ddcc679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	1720	2836	0	0	0	0	0	0	0	0	0	0	0
91a5e40abb65efa92474a806860e189a	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6441	0	0	0	0	0	0	0	0	0	0	0
923fc8fd691d2de3dd2700d136cf3e22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2721	0	3192	0	0	0	0	0	0	0
9305214eaa7c4a79f9455be7aa00047f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2320	0	0	0	0
9338c4bb53548098d0930c085301c283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
93bb2bf6c3918baa522bcd668b3d5573	0	0	0	0	0	0	0	0	0	22107	12088	0	6672	2309	14121	2915	18420	7469	6500	0	1002	1057	3733	0	0	0	15093	2975	0
94a56ceddd4fa4b43e346fe268075278	0	0	0	0	0	0	0	0	0	0	0	0	0	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94c9549b503d074ca52d17868303bb47	0	0	0	0	0	0	0	8	0	9898	0	0	0	1581	0	6272	3	0	0	0	0	0	527	0	0	4	0	0	0
94feba789abfcd9ac8158e77b7f4bef8	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95ced5688cc1d77e2c7689904ff8a538	0	0	0	0	0	0	0	0	0	0	11310	0	0	0	3424	0	0	0	0	0	0	0	0	0	0	0	0	0	0
962f3ed7650045fd912d010fa87c14bf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
967601f38cbbaa6ec2fdbb47a1bedb76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538	0	0	0
96e6eeb0b0898aba8cfe7378c1f05a16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0
970eced573d0e7c1c716dfd084aeb9bf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
987ba75c9a982889bffef2be8562600c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0
99d918d2b66a9418e50eeed3572f4f47	0	0	0	0	0	0	0	3575	0	0	0	0	0	0	0	5306	0	0	0	0	1592	0	0	4	0	0	0	0	0
99e53b02029b9abd33292f0a233e4fef	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2653	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9be0ab5cc11f481a7feb4c2bbf338cb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
9bf459465a3bcda1b81b456acb5451e7	0	0	0	0	0	0	0	0	0	0	3652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9ea9b8d88cf75c3444fcf28cb3ccd917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6080	0	0	0	0	0	0	0	0	0	0	0
9fd43a3887a33c43159272075de8651e	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a116b6ade4507c86346ae3f99e32b225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515	0	0	0	0	0
a126a5441c16047483b01f70ed359379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
a1ea8682b0f18cd5a858c75e4211427d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7011	0	0	0	0	0	0	0	0	0	0	0
a300083fd8228af5d19b242f26ecc137	0	0	0	0	9	0	0	0	17	70045	0	0	0	0	0	0	3801	3364	0	3495	5343	1316	0	0	0	20	0	0	0
a4292d904b3e1c369e281163d25322ae	0	0	0	0	0	0	0	0	10	0	12246	0	0	589	0	0	7193	0	11	0	2018	0	0	0	1101	4072	0	6671	0
a7884757036f4733cb447d544093d427	0	0	0	0	0	0	0	0	0	0	3640	0	0	1717	0	723	3453	0	0	0	0	1717	0	1040	1838	5351	0	0	0
a91ee8e93cda31253e658f2d6647d84c	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a97491fddd3d1688b5db049ed268a726	0	0	0	0	0	0	0	0	0	3832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aae2dedca7810ab1cd85be0656903e3f	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13806	0	0	0	0	1481	4814	0	9	0	0	8771	3508	0
ab63d8bae05e2423c4cb4babe76f24af	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	628	0	0	0	0	0
abb79055bf3a47fdd8b1af716e88d94b	0	0	0	0	0	0	0	0	0	9087	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0
ac6bfba0988c7e35c61bdd8296c180a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3959	0	0	0
afc8cb589a0630420307f5af8c840b31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1488	0	0	0
b4510fcc4a75df9975b24a63cc5a9ed2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589	0	0	0	0	0	0	0	0	0	0	0
b463bf01b1f040d3f4ee5e512d6bf48f	0	0	0	0	0	0	0	0	0	22589	2718	0	2392	0	0	0	0	37752	0	3732	6067	0	0	3758	0	0	0	0	0
b68f74d98fd55d8b093dde9b4b2ed6e1	0	0	0	0	5	0	0	0	14	70029	6467	0	6	0	0	0	0	5323	3	0	10592	0	0	0	0	30	0	0	0
b894b7bbdc174dd78fe7a0a817332e14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
b8c0d362b63056ba3e577995ab9223bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4372	0	0	0	0	0	0	0	0	0	0	0	0	0
bab020a5797d2c359ee20222f4c3800b	0	0	0	0	0	0	0	0	0	11849	1954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bbb8565c72ab822267bd387cbb87ab70	0	0	0	0	0	0	0	0	8097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bccbe2702812aafb4c33e8448164ccb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3281	0	0	0
bceecc075bcfe740b5bb42f6f7c2eb2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5277	0	0	0	0	0	0	0	0	0	0
bd3f989903adf55f8e4c12843d7421cc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3271	0	0	0	0	0	0	0
bde24d05f796db0138c4320a0164cb16	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
be16f475f0c998fba80999863af4987a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
c0fb8c11ac468fb614ac794999e36206	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c19e6670cded5cc104d6275c420fbe00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1441	0	0	0	0	0	0	0	0
c39355ca1a9f4e1abd126783bceae5f7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559	0	0	0
c3c5efb5a0a4b46fce24fb7b9ae9615e	0	0	0	0	0	0	0	0	0	0	0	709	0	0	0	0	4301	0	0	0	0	0	0	0	0	0	0	1594	0
c3d290b5ff0061a9066a0aab03c779f3	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c579c4877f1c900f36eb31dc29cb3751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	887	175	0	0	0	0	0	0	0
c613090603e85c4c6725f3a2347c4e8e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	40	0	9	0	0
c639ed64a6fce99410f83723715bb37f	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c63b6bbfa0e110a0699ea11f1762bf31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2365	0	0	0	0	0	0	0	0	0
c6dc67d9f3e540b14078bab4981e9c90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
c786500ed1dcbae9a982b510c5bb7f44	0	0	0	0	0	0	0	0	0	0	0	0	0	858	0	0	0	0	0	3827	0	161	0	0	0	0	0	0	0
c8f30a3d35bb48f3195d4d35c7433a4e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
c90fc42d0c7346b40a76267249e535b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1366	0	0	0	0
c9ffc3f48da4ec3a5fe0e127e73fc8ca	0	0	0	0	0	0	0	0	0	0	0	0	0	902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ca286130e91f9aebe05c21ec8e606440	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ca6706a7649bd835555774cc496b645e	0	0	0	0	0	13	0	7606	0	0	4	0	0	0	0	0	0	0	0	2938	0	0	0	0	2780	0	27393	0	0
ccb240129a43b69eb559d0bdb08ed2b5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2579	0	0	0	0	0	0	0	0
ced92b0d472a81977f9333dba60a932d	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	5732	0	0	0	0	0	0	0	0	0	0	0
cf67d91ef7d98514aa595613d437fd3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
cf888f5fa29c1d2d94fa2e9a5f57423a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	9445	0	0
d0716e147611a9ee790992332f1e6cfc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	148	0	0	0	0	10787	0	0
d18090749dc47011111f31aaa8416190	46	36	9	14	0	0	9	244495	260	0	22374	83861	24	130728	62861	89801	15029	8	100374	123860	3272	159304	146747	16378	110578	3606	25070	131593	58
d1c370a9a85a82c0d43d610bd4bcb72d	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d363773b2f148e6c1879ea1820a94d02	0	0	0	0	0	0	0	110	0	5139	3708	0	0	0	7	89470	15	5	0	0	0	0	533	893	0	0	10630	0	11
d38b27a95815858dc29ba424008491b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
d43f4f80cc4da7f9121a46004ca73e62	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1919	0	0	0	0	0	0	0	0	0	0	0	0
d562d416cb496404e5fb4586348f890d	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	25	0	0	0	0	0	0	0	0	0	0	0
d5d22b4f4780661d7461b26e27efedbc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	0	0	0	0	0	0
d86c248ebf31672c12ed9b059477a6f8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1884	0	0	0	0	0	0	0	0	0	0	0	0
d997ce93c347f5f00bb1a0ad728538c9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1446	0	0	8193	2926	0
db1228572f45a08078f458e56828f0e8	0	0	0	0	0	0	0	8	0	8485	3265	0	7	0	0	0	0	8482	0	2351	10556	0	0	9379	0	22	0	506	0
dbc1f415b7504ea38851dabae67bb463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2465	0	0	0	0
dbc23caddf1998d1596f2d7eba0957fa	0	0	0	0	0	0	0	0	0	0	2668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dc78a72efaa2e296b0b25a3c49d86dc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1881	0	0	0	0	0	0	0	0
dc8e03fb20d5ef86de575de056d86594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1170	0	0	0	0	0	0	0	0	0	0	0	0
de136f7f50d9c718c21b5843920c4511	0	0	0	0	0	0	0	0	0	28994	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	8	0	0	0
de5c352082e15d6cfbfd9f6b59493b0f	0	0	0	0	4	0	0	0	0	38171	32692	0	0	0	0	0	0	3962	15	0	1933	0	0	0	0	4912	0	0	0
de956306430f525d506a82ebc3b37f3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	964	0	0	0	0	0
df64ab7ca8afeceedb63a1726db3517a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1674	0	0	0	0	0	0	0	0
dfda62368256319631a05d022a16de79	0	0	0	0	0	0	0	0	0	0	0	11	18069	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
dfe494a095142012cbabe91a111f9bc5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2117	0	0	0
dfe9ec8edfa4ebcd9979f3026c69156f	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e1139882d9d5dc3a449ef7a80645ee59	0	0	0	0	0	0	0	0	0	0	0	0	0	670	0	2859	0	0	0	0	0	0	0	0	0	0	0	0	0
e1803e85477c06f1b9215d59e89ea818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9873	0	0	0	0	0	0	0	7	0	0	0
e229da9d41be5c272ad8cd5e966bf97b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e390a295c434158d3059bb63d61f82de	0	0	0	0	0	0	0	0	11013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e3b69ef82c9ed2b8277094e85f4989ec	0	0	0	0	0	0	0	0	0	0	0	13193	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0
e69e7894bd0c23738225965f1eb02304	0	0	0	0	0	0	0	0	0	0	0	2	4151	0	0	0	0	0	0	0	1013	0	0	0	0	0	0	0	0
e926750fac51fb4193bb6c3852f2f077	0	0	0	0	0	0	0	0	0	0	0	0	0	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ea87f058362b2921784c0e1a81b9b647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1536	0	0	0	0	0	0	0	0
ef013f220fad2df535a552bafc0af679	0	0	0	0	0	0	0	4537	0	0	0	0	10128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ef05a93b6428d5ee977aae5e4c77edec	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ef71ac868547d94e729f60ddebf3d491	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ef88f0adaa4962067aefa47992760539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2837	0	0	0	0	0	0	0	0	0	11493	2	0
f0364646a0fbc00900dfb3421ee11cdd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	0	0	0	0	0	0
f08ae5f4afb51c826fca5a163008ac14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1978	0	0	0	0	0	0	0	0
f12aef75082ed433b909529cb6341182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	2249	0	2275	0	0	0	0	0	0	0
f2315504e098dd544440dfd25bbaf287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
f25f89791d918c6c37abab4461bf92ec	0	0	0	0	0	0	0	0	0	0	0	0	0	4485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f491d29e3c2dfa5498a80acd320af4d4	0	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0	2298	0	0	0	0	2692	0	2389	0	0	0	0	0
f60991e850a6fc62a579733440926be2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2034	0	0	0	0	0	0	0
f65abbb6dfb4f34915de26d1ddbbd309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4974	0	0	0	0	0	0	0	0	0
f70d5ef3a4668498001afc918d531718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3354	0	0	2338	0	0	0	0	0	0	0	0
f7e508e603901b5b3b76a9b0f5d93cf0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
f80035d5ef926b86fb38cc337e7d440e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1257	0	0	0	0	0	0	0	0
f800a75f4e9e35a3a61e578f139412f0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540	0	0	0	0	0	0
fa4610dd4fa3e42981a3b01ff8d67c37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1264	0	0	0	0	0
fbaf36da6181d56cfc5daacb804ff6b2	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fd68425cb459095bf7a44aab7909f168	0	0	0	0	0	0	0	0	0	0	0	3	1163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ffe791c5bbf9ccffcf64f60df6d76f4b	0	0	0	0	0	0	0	0	0	0	0	0	0	634	0	0	0	0	0	0	0	2015	0	0	0	0	0	0	0